index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4394,tricia61862,living the life!    love america 🇺🇸      despise 45 & look forward to when he is in prison and loses everything! proud to be part of #theresistance 😊,n.a,455,243,16984,2016-07-14 23:52:41,2020-06-23 01:28:16,12232,"This week, every @GOP Senator should be forced to answer these questions:

- Do agree with the president in slowing down nationwide COVID-19 testing?

- Are you ok with the president's decision to suddenly fire Berman?

- What are your thoughts on Bolton's China/Trump claims?",[],['@GOP'],"week every senator force answer questions:

 agree president slow nationwide testing?

 ok president's decision suddenly fire berman?

 thought bolton's china/trump claim","[{'sentence_id': 0, 'text': 'week every senator force answer questions:', 'tones': [{'score': 0.995622, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' agree president slow nationwide testing?', 'tones': []}, {'sentence_id': 3, 'text': ""ok president's decision suddenly fire berman?"", 'tones': [{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 4, 'text': ""thought bolton's china/trump claim"", 'tones': [{'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.993198, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808712, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4395,reinaxrayna,♏️ || lewis university || instagram: reinaxrayna snapchat: raynaxbaby,"illinois, usa",123,122,8254,2019-01-04 20:55:54,2020-06-23 01:09:10,26537,"Black Lives Matter. 
COVID-19 still exists. 
Arrest the cops who murdered Breonna Taylor. 
Defund the police. 
Fund community org &amp; education.
Find Vanessa Guillén. 
Justice for Oluwatoyin Salau. 
Hold pedophiles &amp; rapists accountable. 

Thanks for coming to my TED talk.",[],[],"black live matter still exist 
arrest cop murder breonna taylor 
defund police 
fund community org amp education.
find vanessa guillén 
justice oluwatoyin salau 
hold pedophile amp rapist accountable 

thanks come ted talk","[{'sentence_id': 0, 'text': 'black live matter still exist ', 'tones': []}, {'sentence_id': 1, 'text': 'arrest cop murder breonna taylor ', 'tones': []}, {'sentence_id': 2, 'text': 'defund police ', 'tones': []}, {'sentence_id': 3, 'text': 'fund community org amp education.', 'tones': []}, {'sentence_id': 4, 'text': 'find vanessa guillén ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'justice oluwatoyin salau ', 'tones': [{'score': 0.622945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'hold pedophile amp rapist accountable ', 'tones': [{'score': 0.600355, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thanks come ted talk', 'tones': []}]",[],,,,,,,
4396,hemofelo,"extensive experience in lymphoma and transplant, switching specialty late in career. will be focusing on bronchogenic carcinoma.",international,721,872,23497,2017-01-14 19:08:59,2020-06-21 03:21:25,0,"Israel in second wave of CORONA Virus

The Jerusalem Post: ‘Israel in second wave of coronavirus, death toll may soar’.
https://t.co/v5yDxW0g6E

via @GoogleNews",[],['@GoogleNews'],"israel second wave corona virus

the jerusalem post ‘israel second wave coronavirus death toll may soar’.


via","[{'sentence_id': 0, 'text': 'israel second wave corona virus', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'the jerusalem post ‘israel second wave coronavirus death toll may soar’.', 'tones': [{'score': 0.529812, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 3, 'text': 'via', 'tones': []}]","[{'score': 0.534905, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.928648, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4397,karinaa_ca,n.a,n.a,34,23,302,2015-04-01 22:05:07,2020-06-23 01:09:32,40631,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
4398,chrisrossetti1,"married, proud mother of two, conservative, catholic, american, military brat, #tcot #maga #2a",united states,1235,1390,3466,2010-05-12 03:24:59,2020-06-22 01:38:18,49,"ICYMI - Fauci changes tune, now says second COVID-19 wave may never happen — and mask-wearing is symbolic https://t.co/x2lu4jZJZI",[],[],icymi fauci change tune say second wave may never happen mask-wearing symbolic,,"[{'score': 0.59867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4399,lauurarestrepo,n.a,n.a,89,37,409,2018-02-21 05:17:18,2020-06-20 02:55:19,25296,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4400,lilasmom1950,n.a,n.a,877,196,17813,2018-06-01 20:29:14,2020-06-22 01:37:12,331,"Not only is the ""joke"" tactic long-discredited, but look at what Trump said *before*:

""Trump calls coronavirus testing 'overrated,' says it 'makes us look bad'"" https://t.co/JTdgyiQpmE

""If we stopped testing right now, we’d have very few cases, if any."" https://t.co/G5vO8UvV51 https://t.co/Shz1WxWIuF",[],[],"joke tactic long-discredited look trump say before*:

""trump call coronavirus test overrated say make look bad 

""if stop test right we’d case","[{'sentence_id': 0, 'text': 'joke tactic long-discredited look trump say before*:', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': '""trump call coronavirus test overrated say make look bad ', 'tones': [{'score': 0.605862, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': '""if stop test right we’d case', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.72969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4401,shra11708,"अहिंसा परमो धर्मः धर्म हिंसा तथैव च:l...........

(अहिंसा सबसे बड़ा धर्म है और धर्म रक्षार्थ हिंसा भी उसी प्रकार श्रेष्ठ है)","mumbai, india",170,39,460,2019-02-16 17:41:04,2020-06-22 02:34:04,26,India will overtake China; survive COVID-19 crisis: BJP MP Dr Subramanian @Swamy39 https://t.co/hNfUeqzgsi via @NewIndianXpress,[],"['@Swamy39', '@NewIndianXpress']",india overtake china survive crisis bjp mp dr subramanian via,,[],,,,,,,
4402,Matrixity,matrixity| trapped in the matrix! writer| artist | photographer| traveler| youtube|. instagram! 🌊 ! https://t.co/xsz2mvbdxj,united states,4273,3073,58990,2008-05-29 16:10:48,2020-06-22 02:31:08,0,Comedian DL Hughley COVID-19 positive after fainting onstage https://t.co/GgdhAAA3WM,[],[],comedian dl hughley positive fainting onstage,,"[{'score': 0.62064, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
4403,terrylou_d,"proud daughter, wife and mom to air force veterans. texan for life! #corgisrule #dogslivesmatter #adoptdontshop #corgirescue #ifbp #maga2020 #obamagate","dallas, tx",1272,665,5972,2011-09-14 14:47:37,2020-06-22 03:23:58,0,What are blue state governors up to?  Why send the most vulnerable to their deaths if it was known that Covid 19 was killing mostly people over 65?  Is this about a virus or the election? https://t.co/a2wCQzjGiK,[],[],blue state governor send vulnerable death know covid kill mostly people virus election,,"[{'score': 0.78096, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4404,loverboy12390,"i enjoy tv show, movies, singers and tacos!!!",united states,639,2617,180106,2009-09-19 04:46:05,2020-06-20 02:47:36,19,"COVID FACTS
The virus can travel 6' it cannot go beyond 6'1, it can live on all surfaces except anything from Amazon, it does not live in Walmart, Home Depot, or any grocery store, it's only deadly in small businesses, churches &amp; Trump rallies, but it cannot harm you protesting",[],[],"covid facts
the virus travel cannot go beyond live surface except anything amazon live walmart home depot grocery store deadly small business church amp trump rally cannot harm protesting","[{'sentence_id': 0, 'text': 'covid facts', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'the virus travel cannot go beyond live surface except anything amazon live walmart home depot grocery store deadly small business church amp trump rally cannot harm protesting', 'tones': []}]","[{'score': 0.86591, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4405,kathiroberson,n.a,n.a,361,25,6877,2011-05-04 18:00:03,2020-06-20 03:06:34,26026,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4406,JanZhou11,rabbit,n.a,22,2,26,2018-09-08 12:00:19,2020-06-22 02:31:00,8,"Nobel Prize-winning physicist and 
@UWaterloo
 professor Donna Strickland offers today's commencement address.

She says there are plenty of opportunities for the Class of 2020 to change the world amid the COVID-19 pandemic. https://t.co/9vwFyCdHGz",[],['@UWaterloo'],"nobel prize-winning physicist 

 professor donna strickland offer today's commencement address.

she say plenty opportunity class change world amid pandemic","[{'sentence_id': 0, 'text': 'nobel prize-winning physicist ', 'tones': [{'score': 0.756247, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': "" professor donna strickland offer today's commencement address."", 'tones': []}, {'sentence_id': 3, 'text': 'she say plenty opportunity class change world amid pandemic', 'tones': [{'score': 0.576549, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]","[{'score': 0.731789, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4407,debs_jpg,your independence begins when you govern yourself // ib graduate // fcq🦉uanl // feminist💜,"monterrey, nuevo león",434,804,62302,2013-06-23 00:42:45,2020-06-23 01:09:29,40533,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4408,justineeyylove,art and photography is my passion but my heart is stuck in disneyland. dftba ✌🏻🦄📖📝📸,n.a,294,133,2796,2017-05-14 21:02:48,2020-06-23 01:28:03,27462,"Black Lives Matter. 
COVID-19 still exists. 
Arrest the cops who murdered Breonna Taylor. 
Defund the police. 
Fund community org &amp; education.
Find Vanessa Guillén. 
Justice for Oluwatoyin Salau. 
Hold pedophiles &amp; rapists accountable. 

Thanks for coming to my TED talk.",[],[],"black live matter still exist 
arrest cop murder breonna taylor 
defund police 
fund community org amp education.
find vanessa guillén 
justice oluwatoyin salau 
hold pedophile amp rapist accountable 

thanks come ted talk","[{'sentence_id': 0, 'text': 'black live matter still exist ', 'tones': []}, {'sentence_id': 1, 'text': 'arrest cop murder breonna taylor ', 'tones': []}, {'sentence_id': 2, 'text': 'defund police ', 'tones': []}, {'sentence_id': 3, 'text': 'fund community org amp education.', 'tones': []}, {'sentence_id': 4, 'text': 'find vanessa guillén ', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': 'justice oluwatoyin salau ', 'tones': [{'score': 0.622945, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 6, 'text': 'hold pedophile amp rapist accountable ', 'tones': [{'score': 0.600355, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'thanks come ted talk', 'tones': []}]",[],,,,,,,
4409,earth_daddyo,"kick ass, go to space, represent the human race ☆ she/her ☆",planet earth,470,461,8651,2014-01-31 22:48:00,2020-06-23 01:08:14,41049,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
4410,_oldershaw,my doctor prescribed this to me; he also prescribed micheal jackson melatonin,n.a,295,128,4318,2012-08-20 15:29:30,2020-06-22 01:38:01,38365,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4411,Grabsback2,"proud liberal.,❤️my kids/9grandkids,❤️animals, disabled, married2my❤️ #votebluenomatterwho2020 #fuckcancer #theresistance #fbr #fucktrump #biden2020 #blm 🌊🌊",east coast,15284,14657,7465,2018-12-06 03:03:48,2020-06-21 02:24:43,0,"So Trump's over hyped Corona Virus Comback Rally was a total flop that was laughable.

Today was a good day! 😎

#TrumpCoronaVirusRally
#TrumpDeathRally","['trumpcoronavirusrally', 'trumpdeathrally']",[],"trump's hype corona virus comback rally total flop laughable.

today good day 


","[{'sentence_id': 0, 'text': ""trump's hype corona virus comback rally total flop laughable."", 'tones': [{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'today good day', 'tones': [{'score': 0.87937, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]","[{'score': 0.632149, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.91171, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
4412,SolSystem_1,science and metal! 🤘🏻cmdr starweav3r in elite dangerous,"brisbane, queensland",1027,173,14443,2015-12-24 02:44:32,2020-06-21 04:13:50,10699,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
4413,MattWanicur,"matt wanicur was born in philadelphia, pa on october 31, 1978 to his awe-inspiring parents. he is the author of born of the night, blood harbor and a dog’s kiss","windermere, fl",165,56,386,2012-04-18 22:24:20,2020-06-22 03:41:44,8266,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
4414,sleeepydog2,"⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐⭐️⭐️️⭐️⭐️⭐️⭐️⭐️⭐️⭐⭐️⭐️⭐️ ️ ""beware of false knowledge; it is more dangerous than ignorance"" #trump2020 america first",n.a,893,302,4345,2015-06-12 18:34:05,2020-06-20 02:49:59,2,"@MyVapeBusiness @realDonaldTrump @TuckerCarlson Don't worry, they told the Corona virus that it was a protest and the virus doesn't attack protesters.
Everyone knows this.",[],"['@MyVapeBusiness', '@realDonaldTrump', '@TuckerCarlson']","worry tell corona virus protest virus attack protesters.
everyone know","[{'sentence_id': 0, 'text': 'worry tell corona virus protest virus attack protesters.', 'tones': [{'score': 0.756501, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 1, 'text': 'everyone know', 'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.722861, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,1.0,
4415,hash_ftoda,"open minded, convinced only by facts and reasoning.",india,81,43,3040,2010-02-13 04:29:17,2020-06-21 03:14:19,133,"Delhi corona Virus should learn from Gujarati corona Virus about how to keep 𝐜𝐨𝐧𝐬𝐢𝐬𝐭𝐞𝐧𝐜𝐲

14June- 511 cases
15June- 514 cases
16June- 524 cases
17June- 520 cases
18June- 510 cases
19June- 540 cases
20June- 539 cases

This consistency will even put 𝐃𝐫𝐚𝐯𝐢𝐝 to shame",[],[],"delhi corona virus learn gujarati corona virus keep cases

this consistency even put shame","[{'sentence_id': 0, 'text': 'delhi corona virus learn gujarati corona virus keep cases', 'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'this consistency even put shame', 'tones': [{'score': 0.566198, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]","[{'score': 0.574857, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.952443, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,1.0,,,
4416,AstroRob0t,numerical code monkey 3.0. computer programmer in an astronomer envelope. victim of the big bang. the future is in the stars. human. manager of @wetweetscience,méxico,2047,428,10819,2008-10-28 01:53:35,2020-06-22 02:11:04,47,Wow Twitter CEO @jack is at #1 position. Top 10 Highest Covid-19 donations with the percentage of their net worth https://t.co/03lONtHA6s https://t.co/Qfvv41ZcD4,[],['@jack'],wow twitter ceo position top high donation percentage net worth,,[],,,,,,,
4417,MrJejal,"24 & nocturnal 🌃 // films, football & music //","sarikei, sarawak ",2049,756,154703,2011-11-28 15:22:16,2020-06-22 02:34:09,1344,"In less than a year he had a triple heart by pass, a replaced hip and beat Covid-19. 
Brock Lesner is next 🤪#happyfathersday https://t.co/t73lXT9iiZ",['happyfathersday'],[],"less year triple heart pas replace hip beat 
brock lesner next","[{'sentence_id': 0, 'text': 'less year triple heart pas replace hip beat ', 'tones': [{'score': 0.550296, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'brock lesner next', 'tones': []}]",[],,,,,,,
4418,fredwalton216,"lawyer , blogger , sports fan-and yes a red sox fan for years  , world observer , news junkie supreme ! let's talks about what matters , exchange views- learn !",pennsylvania,1530,1718,233349,2014-06-14 15:10:49,2020-06-23 01:09:28,0,"FT-“Reuters: ""It's over,"" Navarro told Fox News in an interview when asked about trade agreement. He said the ""turning point"" came when US learned about the spreading virus only after a Chinese delegation had left Washington following the signing of the Phase 1 deal on Jan 15.” https://t.co/JFZiGXfMoQ",[],[],ft-“reuters navarro tell fox news interview ask trade agreement say turning point come learn spread virus chinese delegation leave washington follow sign phase deal jan,,[],,,,,,,
4419,88lamaga,"pintora, escultora, escritora. twiteo lo que pienso y siento. retwiteo lo que dicen mejor que yo. no contesto insultos. ¡fui condecorada troll 467!",n.a,10802,9823,608770,2012-10-11 13:40:30,2020-06-22 01:21:59,5973,"The Czech Republic went from zero mask usage to 100% in 10 days, and in the process they halted the growth of new covid-19 cases.

How? They made their own! They didn't need government help; they did it themselves.

It's time for #masks4all. See why:
https://t.co/SiYApRvByq
1/",[],[],"czech republic go zero mask usage day process halt growth new cases.

how make need government help themselves.

it's time see","[{'sentence_id': 0, 'text': 'czech republic go zero mask usage day process halt growth new cases.', 'tones': [{'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'how make need government help themselves.', 'tones': []}, {'sentence_id': 2, 'text': ""it's time see"", 'tones': []}]","[{'score': 0.637364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4420,financegirl21,india's first blog on personal finance for millennial women,location independent,28,14,1981,2020-01-25 11:59:48,2020-06-23 01:09:27,0,Health Insurance During COVID-19 https://t.co/DCICQK0oVd #financialliteracy #personalfinance #financialindependence #investing https://t.co/CXQ6LgM2FX,"['financialliteracy', 'personalfinance', 'financialindependence', 'investing']",[],health insurance,,[],,,,,,,
4421,EmilyChristani,trauma queen,"isla vista, ca",71,120,66875,2012-03-27 01:14:55,2020-06-20 02:04:31,22814,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4422,RUAwaken,n.a,n.a,58,188,460,2018-04-17 06:48:56,2020-06-22 03:19:34,1,"@Time4U2Know @Tori_R10 @gapatriot3 @VincentCrypt46 This is off topic but i post it anyway. Its important to know.  The measles virus is a hoax. If the virus is a hoax, what about the vaccin? Make up your own mind. Think for you self
Dr Stefan Lanka won a court case over the non-existence of the ‘measles  https://t.co/piiRIZT2s2",[],"['@Time4U2Know', '@Tori_R10', '@gapatriot3', '@VincentCrypt46']","topic post anyway important know measles virus hoax virus hoax vaccin make mind think self
dr stefan lanka court case non-existence ‘measles","[{'sentence_id': 0, 'text': 'topic post anyway important know measles virus hoax virus hoax vaccin make mind think self', 'tones': [{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'dr stefan lanka court case non-existence ‘measles', 'tones': [{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.888555, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4423,DiogenesMan,"looking for the last honest man

#vietnameravet / #maga / #kag / #patriot  /  #parler @oldmandioginese #ifb #unvrknow traveling the usa in our rv","missouri, usa",6170,5741,28145,2018-05-23 13:17:17,2020-06-21 03:14:15,0,"@weijia Can you explain what you did to spread the Chinese Virus? If you did nothing, they weren't taking to you.

Put on your big Girl pants, Karen. https://t.co/N7aaGZoGV4",[],['@weijia'],"explain spread chinese virus nothing take you.

put big girl pant karen","[{'sentence_id': 0, 'text': 'explain spread chinese virus nothing take you.', 'tones': [{'score': 0.838593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'put big girl pant karen', 'tones': []}]","[{'score': 0.845282, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4424,daeshikjr,"director of development at @cut • writer • seattle peoples party alumn • @bernie2020wa • bylines in @theatlantic, @thenation, @crosscut","seattle, wa",878,11821,20548,2011-02-23 00:37:38,2020-06-22 01:21:57,1,"Three months ago, at the same time @daeshikjr and I were working on our article in the Nation, the mayor's office told @ericacbarnett that Seattle had conducted 15 ""obstruction"" sweeps between March 1 and 17—after the governor had declared a state of emergency around COVID-19.",[],"['@daeshikjr', '@ericacbarnett']",three month ago time work article nation mayor's office tell seattle conduct obstruction sweep march governor declare state emergency around,,"[{'score': 0.863113, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4425,KindaSquirrelly,"poet/writer/humor #vss365 original works:
#testingtheechochamber #withoutatraceofink
content: finely-tuned detente btw squirrel apocalypse threats & new writing",n.a,522,1066,50058,2017-03-14 04:35:11,2020-06-20 02:48:46,0,@Mini_Burgers Never trolling. I might go trawling though. My latest gf IS frustrated with my decision to hold off a couple of weeks until the Corona virus chills some more.,[],['@Mini_Burgers'],never trolling might go trawl though late gf frustrate decision hold couple week corona virus chill,,[],,,,,,,
4426,ACahMak,"heaven goes by favor.   if it went by merit,  you would stay out and your dog would go in. - mark twain. #stand4wolves #voteblue #climatevoter #indivisible",n.a,739,935,162000,2014-03-26 04:04:13,2020-06-21 02:27:25,11,"@cnnbrk For those who clearly did not read the article and assumed he called the virus what he previously called it “Chinese virus” . Tonight he called it the “Kung Flu” at his rally.  And yes, that is racist.",[],['@cnnbrk'],clearly read article assume call virus previously call “chinese virus” tonight call “kung flu” rally yes racist,,"[{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
4427,ErinMacKenzie20,n.a,"british columbia, canada",164,12,189,2016-05-06 00:22:30,2020-06-21 02:42:47,368,"Trump-

Blacks: Thugs
Mexicans: Rapists
Muslims: Not welcome in America
Dreamers: National security threat
African countries: Shitholes
White Supremacists: Very fine people
Coronavirus: Chinese Virus
Black Lives Matter protesters: Domestic terrorists

Trump: Racist",[],[],"trump-

blacks thugs
mexicans rapists
muslims welcome america
dreamers national security threat
african country shitholes
white supremacist fine people
coronavirus chinese virus
black live matter protester domestic terrorists

trump racist","[{'sentence_id': 0, 'text': 'trump-', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'blacks thugs', 'tones': []}, {'sentence_id': 3, 'text': 'mexicans rapists', 'tones': [{'score': 0.572904, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 4, 'text': 'muslims welcome america', 'tones': []}, {'sentence_id': 5, 'text': 'dreamers national security threat', 'tones': [{'score': 0.756676, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 6, 'text': 'african country shitholes', 'tones': []}, {'sentence_id': 7, 'text': 'white supremacist fine people', 'tones': []}, {'sentence_id': 8, 'text': 'coronavirus chinese virus', 'tones': []}, {'sentence_id': 9, 'text': 'black live matter protester domestic terrorists', 'tones': []}, {'sentence_id': 10, 'text': '', 'tones': []}, {'sentence_id': 11, 'text': 'trump racist', 'tones': []}]",[],,,,,,,
4428,Lifeofamustache,a beer loving mustache. @realdeancain's kryptonite. #impotus sucks! #bluewave #resist #ridenwitbiden #wearamask,n.a,2646,1352,20377,2012-02-02 22:42:50,2020-06-21 02:36:39,9969,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
